Lower layer Super Output Areas Code,Lower layer Super Output Areas,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E01004563,Wandsworth 039E,3,3. Associate professional and technical occupations,164
E01004563,Wandsworth 039E,4,4. Administrative and secretarial occupations,76
E01004563,Wandsworth 039E,5,5. Skilled trades occupations,86
E01004563,Wandsworth 039E,6,"6. Caring, leisure and other service occupations",138
E01004563,Wandsworth 039E,7,7. Sales and customer service occupations,100
E01004563,Wandsworth 039E,8,"8. Process, plant and machine operatives",59
E01004563,Wandsworth 039E,9,9. Elementary occupations,152
E01004564,Wandsworth 039D,-8,Does not apply,640
E01004564,Wandsworth 039D,1,"1. Managers, directors and senior officials",181
E01004564,Wandsworth 039D,2,2. Professional occupations,427
E01004564,Wandsworth 039D,3,3. Associate professional and technical occupations,280
E01004564,Wandsworth 039D,4,4. Administrative and secretarial occupations,79
E01004564,Wandsworth 039D,5,5. Skilled trades occupations,44
E01004564,Wandsworth 039D,6,"6. Caring, leisure and other service occupations",78
E01004564,Wandsworth 039D,7,7. Sales and customer service occupations,51
E01004564,Wandsworth 039D,8,"8. Process, plant and machine operatives",19
E01004564,Wandsworth 039D,9,9. Elementary occupations,74
E01004565,Wandsworth 005A,-8,Does not apply,565
E01004565,Wandsworth 005A,1,"1. Managers, directors and senior officials",178
E01004565,Wandsworth 005A,2,2. Professional occupations,382
E01004565,Wandsworth 005A,3,3. Associate professional and technical occupations,258
E01004565,Wandsworth 005A,4,4. Administrative and secretarial occupations,70
E01004565,Wandsworth 005A,5,5. Skilled trades occupations,36
E01004565,Wandsworth 005A,6,"6. Caring, leisure and other service occupations",61
E01004565,Wandsworth 005A,7,7. Sales and customer service occupations,40
E01004565,Wandsworth 005A,8,"8. Process, plant and machine operatives",37
E01004565,Wandsworth 005A,9,9. Elementary occupations,34
E01004566,Wandsworth 001B,-8,Does not apply,584
E01004566,Wandsworth 001B,1,"1. Managers, directors and senior officials",239
E01004566,Wandsworth 001B,2,2. Professional occupations,363
E01004566,Wandsworth 001B,3,3. Associate professional and technical occupations,217
E01004566,Wandsworth 001B,4,4. Administrative and secretarial occupations,64
E01004566,Wandsworth 001B,5,5. Skilled trades occupations,37
E01004566,Wandsworth 001B,6,"6. Caring, leisure and other service occupations",80
E01004566,Wandsworth 001B,7,7. Sales and customer service occupations,38
E01004566,Wandsworth 001B,8,"8. Process, plant and machine operatives",28
E01004566,Wandsworth 001B,9,9. Elementary occupations,30
E01004567,Wandsworth 039A,-8,Does not apply,1212
E01004567,Wandsworth 039A,1,"1. Managers, directors and senior officials",141
E01004567,Wandsworth 039A,2,2. Professional occupations,229
E01004567,Wandsworth 039A,3,3. Associate professional and technical occupations,181
E01004567,Wandsworth 039A,4,4. Administrative and secretarial occupations,80
E01004567,Wandsworth 039A,5,5. Skilled trades occupations,88
E01004567,Wandsworth 039A,6,"6. Caring, leisure and other service occupations",138
E01004567,Wandsworth 039A,7,7. Sales and customer service occupations,97
E01004567,Wandsworth 039A,8,"8. Process, plant and machine operatives",61
E01004567,Wandsworth 039A,9,9. Elementary occupations,138
E01004568,Wandsworth 013A,-8,Does not apply,1243
E01004568,Wandsworth 013A,1,"1. Managers, directors and senior officials",34
E01004568,Wandsworth 013A,2,2. Professional occupations,61
E01004568,Wandsworth 013A,3,3. Associate professional and technical occupations,48
E01004568,Wandsworth 013A,4,4. Administrative and secretarial occupations,42
E01004568,Wandsworth 013A,5,5. Skilled trades occupations,63
E01004568,Wandsworth 013A,6,"6. Caring, leisure and other service occupations",70
E01004568,Wandsworth 013A,7,7. Sales and customer service occupations,63
E01004568,Wandsworth 013A,8,"8. Process, plant and machine operatives",48
E01004568,Wandsworth 013A,9,9. Elementary occupations,91
E01004569,Wandsworth 023A,-8,Does not apply,1446
E01004569,Wandsworth 023A,1,"1. Managers, directors and senior officials",112
E01004569,Wandsworth 023A,2,2. Professional occupations,169
E01004569,Wandsworth 023A,3,3. Associate professional and technical occupations,133
E01004569,Wandsworth 023A,4,4. Administrative and secretarial occupations,56
E01004569,Wandsworth 023A,5,5. Skilled trades occupations,72
E01004569,Wandsworth 023A,6,"6. Caring, leisure and other service occupations",101
E01004569,Wandsworth 023A,7,7. Sales and customer service occupations,88
E01004569,Wandsworth 023A,8,"8. Process, plant and machine operatives",66
E01004569,Wandsworth 023A,9,9. Elementary occupations,140
E01004570,Wandsworth 023B,-8,Does not apply,1098
E01004570,Wandsworth 023B,1,"1. Managers, directors and senior officials",47
E01004570,Wandsworth 023B,2,2. Professional occupations,108
E01004570,Wandsworth 023B,3,3. Associate professional and technical occupations,76
E01004570,Wandsworth 023B,4,4. Administrative and secretarial occupations,62
E01004570,Wandsworth 023B,5,5. Skilled trades occupations,98
E01004570,Wandsworth 023B,6,"6. Caring, leisure and other service occupations",109
E01004570,Wandsworth 023B,7,7. Sales and customer service occupations,98
E01004570,Wandsworth 023B,8,"8. Process, plant and machine operatives",77
E01004570,Wandsworth 023B,9,9. Elementary occupations,159
E01004571,Wandsworth 023C,-8,Does not apply,962
E01004571,Wandsworth 023C,1,"1. Managers, directors and senior officials",73
E01004571,Wandsworth 023C,2,2. Professional occupations,159
E01004571,Wandsworth 023C,3,3. Associate professional and technical occupations,90
E01004571,Wandsworth 023C,4,4. Administrative and secretarial occupations,63
E01004571,Wandsworth 023C,5,5. Skilled trades occupations,90
E01004571,Wandsworth 023C,6,"6. Caring, leisure and other service occupations",117
E01004571,Wandsworth 023C,7,7. Sales and customer service occupations,75
E01004571,Wandsworth 023C,8,"8. Process, plant and machine operatives",77
E01004571,Wandsworth 023C,9,9. Elementary occupations,139
E01004572,Wandsworth 016A,-8,Does not apply,874
E01004572,Wandsworth 016A,1,"1. Managers, directors and senior officials",162
E01004572,Wandsworth 016A,2,2. Professional occupations,155
E01004572,Wandsworth 016A,3,3. Associate professional and technical occupations,108
E01004572,Wandsworth 016A,4,4. Administrative and secretarial occupations,57
E01004572,Wandsworth 016A,5,5. Skilled trades occupations,61
E01004572,Wandsworth 016A,6,"6. Caring, leisure and other service occupations",92
E01004572,Wandsworth 016A,7,7. Sales and customer service occupations,31
E01004572,Wandsworth 016A,8,"8. Process, plant and machine operatives",45
E01004572,Wandsworth 016A,9,9. Elementary occupations,99
E01004573,Wandsworth 023D,-8,Does not apply,809
E01004573,Wandsworth 023D,1,"1. Managers, directors and senior officials",102
E01004573,Wandsworth 023D,2,2. Professional occupations,152
E01004573,Wandsworth 023D,3,3. Associate professional and technical occupations,116
E01004573,Wandsworth 023D,4,4. Administrative and secretarial occupations,62
E01004573,Wandsworth 023D,5,5. Skilled trades occupations,103
E01004573,Wandsworth 023D,6,"6. Caring, leisure and other service occupations",92
E01004573,Wandsworth 023D,7,7. Sales and customer service occupations,69
E01004573,Wandsworth 023D,8,"8. Process, plant and machine operatives",47
E01004573,Wandsworth 023D,9,9. Elementary occupations,134
E01004574,Wandsworth 013B,-8,Does not apply,1301
E01004574,Wandsworth 013B,1,"1. Managers, directors and senior officials",75
E01004574,Wandsworth 013B,2,2. Professional occupations,87
E01004574,Wandsworth 013B,3,3. Associate professional and technical occupations,98
E01004574,Wandsworth 013B,4,4. Administrative and secretarial occupations,51
E01004574,Wandsworth 013B,5,5. Skilled trades occupations,63
E01004574,Wandsworth 013B,6,"6. Caring, leisure and other service occupations",140
E01004574,Wandsworth 013B,7,7. Sales and customer service occupations,103
E01004574,Wandsworth 013B,8,"8. Process, plant and machine operatives",56
E01004574,Wandsworth 013B,9,9. Elementary occupations,141
E01004575,Wandsworth 013C,-8,Does not apply,1173
E01004575,Wandsworth 013C,1,"1. Managers, directors and senior officials",81
E01004575,Wandsworth 013C,2,2. Professional occupations,107
E01004575,Wandsworth 013C,3,3. Associate professional and technical occupations,106
E01004575,Wandsworth 013C,4,4. Administrative and secretarial occupations,67
E01004575,Wandsworth 013C,5,5. Skilled trades occupations,49
E01004575,Wandsworth 013C,6,"6. Caring, leisure and other service occupations",77
E01004575,Wandsworth 013C,7,7. Sales and customer service occupations,80
E01004575,Wandsworth 013C,8,"8. Process, plant and machine operatives",41
E01004575,Wandsworth 013C,9,9. Elementary occupations,112
E01004576,Wandsworth 013D,-8,Does not apply,921
E01004576,Wandsworth 013D,1,"1. Managers, directors and senior officials",107
E01004576,Wandsworth 013D,2,2. Professional occupations,113
E01004576,Wandsworth 013D,3,3. Associate professional and technical occupations,72
E01004576,Wandsworth 013D,4,4. Administrative and secretarial occupations,51
E01004576,Wandsworth 013D,5,5. Skilled trades occupations,52
E01004576,Wandsworth 013D,6,"6. Caring, leisure and other service occupations",85
E01004576,Wandsworth 013D,7,7. Sales and customer service occupations,43
E01004576,Wandsworth 013D,8,"8. Process, plant and machine operatives",59
E01004576,Wandsworth 013D,9,9. Elementary occupations,100
E01004577,Wandsworth 003C,-8,Does not apply,779
E01004577,Wandsworth 003C,1,"1. Managers, directors and senior officials",206
E01004577,Wandsworth 003C,2,2. Professional occupations,339
E01004577,Wandsworth 003C,3,3. Associate professional and technical occupations,231
E01004577,Wandsworth 003C,4,4. Administrative and secretarial occupations,74
E01004577,Wandsworth 003C,5,5. Skilled trades occupations,45
E01004577,Wandsworth 003C,6,"6. Caring, leisure and other service occupations",53
E01004577,Wandsworth 003C,7,7. Sales and customer service occupations,40
E01004577,Wandsworth 003C,8,"8. Process, plant and machine operatives",17
E01004577,Wandsworth 003C,9,9. Elementary occupations,65
E01004579,Wandsworth 004B,-8,Does not apply,795
E01004579,Wandsworth 004B,1,"1. Managers, directors and senior officials",224
E01004579,Wandsworth 004B,2,2. Professional occupations,320
E01004579,Wandsworth 004B,3,3. Associate professional and technical occupations,218
E01004579,Wandsworth 004B,4,4. Administrative and secretarial occupations,80
E01004579,Wandsworth 004B,5,5. Skilled trades occupations,47
E01004579,Wandsworth 004B,6,"6. Caring, leisure and other service occupations",75
E01004579,Wandsworth 004B,7,7. Sales and customer service occupations,41
E01004579,Wandsworth 004B,8,"8. Process, plant and machine operatives",28
E01004579,Wandsworth 004B,9,9. Elementary occupations,40
E01004580,Wandsworth 004C,-8,Does not apply,821
E01004580,Wandsworth 004C,1,"1. Managers, directors and senior officials",213
E01004580,Wandsworth 004C,2,2. Professional occupations,407
E01004580,Wandsworth 004C,3,3. Associate professional and technical occupations,266
E01004580,Wandsworth 004C,4,4. Administrative and secretarial occupations,96
E01004580,Wandsworth 004C,5,5. Skilled trades occupations,62
E01004580,Wandsworth 004C,6,"6. Caring, leisure and other service occupations",73
E01004580,Wandsworth 004C,7,7. Sales and customer service occupations,66
E01004580,Wandsworth 004C,8,"8. Process, plant and machine operatives",39
E01004580,Wandsworth 004C,9,9. Elementary occupations,71
E01004581,Wandsworth 004D,-8,Does not apply,702
E01004581,Wandsworth 004D,1,"1. Managers, directors and senior officials",197
E01004581,Wandsworth 004D,2,2. Professional occupations,338
E01004581,Wandsworth 004D,3,3. Associate professional and technical occupations,210
E01004581,Wandsworth 004D,4,4. Administrative and secretarial occupations,68
E01004581,Wandsworth 004D,5,5. Skilled trades occupations,62
E01004581,Wandsworth 004D,6,"6. Caring, leisure and other service occupations",67
E01004581,Wandsworth 004D,7,7. Sales and customer service occupations,48
E01004581,Wandsworth 004D,8,"8. Process, plant and machine operatives",22
E01004581,Wandsworth 004D,9,9. Elementary occupations,68
E01004582,Wandsworth 001C,-8,Does not apply,1019
E01004582,Wandsworth 001C,1,"1. Managers, directors and senior officials",274
E01004582,Wandsworth 001C,2,2. Professional occupations,410
E01004582,Wandsworth 001C,3,3. Associate professional and technical occupations,190
E01004582,Wandsworth 001C,4,4. Administrative and secretarial occupations,64
E01004582,Wandsworth 001C,5,5. Skilled trades occupations,41
E01004582,Wandsworth 001C,6,"6. Caring, leisure and other service occupations",77
E01004582,Wandsworth 001C,7,7. Sales and customer service occupations,35
E01004582,Wandsworth 001C,8,"8. Process, plant and machine operatives",37
E01004582,Wandsworth 001C,9,9. Elementary occupations,57
E01004583,Wandsworth 001D,-8,Does not apply,815
E01004583,Wandsworth 001D,1,"1. Managers, directors and senior officials",186
E01004583,Wandsworth 001D,2,2. Professional occupations,268
E01004583,Wandsworth 001D,3,3. Associate professional and technical occupations,176
E01004583,Wandsworth 001D,4,4. Administrative and secretarial occupations,62
E01004583,Wandsworth 001D,5,5. Skilled trades occupations,33
E01004583,Wandsworth 001D,6,"6. Caring, leisure and other service occupations",74
E01004583,Wandsworth 001D,7,7. Sales and customer service occupations,38
E01004583,Wandsworth 001D,8,"8. Process, plant and machine operatives",19
E01004583,Wandsworth 001D,9,9. Elementary occupations,37
E01004584,Wandsworth 003D,-8,Does not apply,925
E01004584,Wandsworth 003D,1,"1. Managers, directors and senior officials",70
E01004584,Wandsworth 003D,2,2. Professional occupations,146
E01004584,Wandsworth 003D,3,3. Associate professional and technical occupations,117
E01004584,Wandsworth 003D,4,4. Administrative and secretarial occupations,70
E01004584,Wandsworth 003D,5,5. Skilled trades occupations,53
E01004584,Wandsworth 003D,6,"6. Caring, leisure and other service occupations",106
E01004584,Wandsworth 003D,7,7. Sales and customer service occupations,63
E01004584,Wandsworth 003D,8,"8. Process, plant and machine operatives",45
E01004584,Wandsworth 003D,9,9. Elementary occupations,131
E01004585,Wandsworth 008D,-8,Does not apply,581
E01004585,Wandsworth 008D,1,"1. Managers, directors and senior officials",224
E01004585,Wandsworth 008D,2,2. Professional occupations,489
